,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spent,Total_Accept,Living_With,Children,Family_Size
297,3,0.4511323556710601,0.43434343434343436,0.05662020905923345,0.056338028169014086,0.0622568093385214,0.0,0.13793103448275862,0.15942028985507248,0.16666666666666666,0.2727272727272727,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.1923076923076923,0.06350267379679145,0,2,1,0.5
299,4,0.6312650826062745,0.3434343434343435,0.6977351916376306,0.0,0.311284046692607,0.0,0.0,0.5072463768115942,0.8333333333333333,0.7272727272727273,0.3333333333333333,0.9230769230769231,0.21052631578947367,0,1,0,0,0,0,0,0.5961538461538461,0.6089572192513371,1,1,1,0.25
300,2,0.3682940412103212,0.5353535353535354,0.0313588850174216,0.0,0.04669260700389105,0.0425531914893617,0.06896551724137931,0.14492753623188406,0.6666666666666666,0.2727272727272727,0.1111111111111111,0.23076923076923078,0.21052631578947367,0,0,0,0,0,0,0,0.7307692307692307,0.03810160427807487,0,1,2,0.5
301,0,0.6418113049935029,0.4444444444444445,0.44686411149825783,0.1971830985915493,0.5992217898832685,0.40425531914893614,0.0,0.4057971014492754,0.16666666666666666,0.8181818181818182,0.2222222222222222,0.6923076923076923,0.2631578947368421,0,0,0,0,0,0,0,0.7692307692307693,0.483288770053476,0,2,1,0.5
302,4,0.49743595693335824,0.8989898989898991,0.032229965156794424,0.0,0.17898832684824903,0.0851063829787234,0.10344827586206896,0.0,0.16666666666666666,0.18181818181818182,0.1111111111111111,0.23076923076923078,0.15789473684210525,0,0,0,0,0,0,0,0.34615384615384615,0.05681818181818183,0,2,1,0.5
303,2,0.4205146649341007,0.43434343434343436,0.06968641114982578,0.2112676056338028,0.36186770428015563,0.425531914893617,0.4482758620689655,0.7536231884057971,0.5,0.4545454545454546,0.1111111111111111,0.3076923076923077,0.3684210526315789,0,0,0,0,0,0,0,0.15384615384615385,0.17914438502673796,0,1,1,0.25
304,2,0.23753944681640993,0.686868686868687,0.012195121951219513,0.014084507042253521,0.08171206225680934,0.0425531914893617,0.10344827586206896,0.36231884057971014,0.5,0.2727272727272727,0.1111111111111111,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.23076923076923073,0.04077540106951872,0,2,1,0.5
306,2,0.2730647855949509,0.6464646464646465,0.0008710801393728223,0.36619718309859156,0.09727626459143969,0.36170212765957444,0.7931034482758621,0.21739130434782608,0.16666666666666666,0.2727272727272727,0.0,0.23076923076923078,0.42105263157894735,0,0,0,0,0,0,1,0.576923076923077,0.06818181818181819,1,1,0,0.0
308,3,0.703058288472248,0.9393939393939394,0.44337979094076657,0.0,0.10505836575875487,0.0,0.0,0.14492753623188406,0.16666666666666666,0.7272727272727273,0.3333333333333333,0.46153846153846156,0.3157894736842105,0,1,0,0,0,0,0,0.6153846153846153,0.36163101604278075,1,2,1,0.5
309,3,0.45442732504176736,0.12121212121212122,0.13414634146341464,0.028169014084507043,0.17898832684824903,0.425531914893617,0.13793103448275862,0.21739130434782608,0.16666666666666666,0.36363636363636365,0.2222222222222222,0.3076923076923077,0.15789473684210525,0,0,0,0,0,0,0,0.07692307692307687,0.15775401069518716,0,2,0,0.25
310,2,0.10521858177093005,0.8686868686868687,0.002613240418118467,0.07042253521126761,0.054474708171206226,0.0425531914893617,0.41379310344827586,0.2463768115942029,0.6666666666666666,0.2727272727272727,0.1111111111111111,0.23076923076923078,0.2631578947368421,0,0,0,0,0,0,0,0.3846153846153846,0.03208556149732621,0,1,1,0.25
311,2,0.22127343604974947,0.2828282828282829,0.02177700348432056,0.0,0.0311284046692607,0.0425531914893617,0.0,0.028985507246376812,0.3333333333333333,0.18181818181818182,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.5576923076923078,0.021390374331550804,0,2,3,1.0
314,2,0.5881752366808985,0.13131313131313133,0.16114982578397213,0.0,0.10894941634241245,0.06382978723404255,0.06896551724137931,0.2463768115942029,1.0,0.2727272727272727,0.1111111111111111,0.46153846153846156,0.15789473684210525,0,0,0,0,0,0,0,0.576923076923077,0.1537433155080214,0,2,2,0.75
315,3,0.2939599962873585,0.8686868686868687,0.020905923344947737,0.0,0.027237354085603113,0.0,0.0,0.014492753623188406,0.3333333333333333,0.18181818181818182,0.0,0.23076923076923078,0.21052631578947367,0,0,0,0,0,0,0,0.7692307692307693,0.018048128342245992,0,2,2,0.75
316,2,0.4271742157044739,0.595959595959596,0.03832752613240418,0.056338028169014086,0.08171206225680934,0.1276595744680851,0.0,0.391304347826087,0.3333333333333333,0.2727272727272727,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.46153846153846156,0.06483957219251338,0,2,2,0.75
318,2,0.3170943939112679,0.33333333333333337,0.009581881533101045,0.0,0.027237354085603113,0.06382978723404255,0.034482758620689655,0.08695652173913043,0.3333333333333333,0.09090909090909091,0.0,0.23076923076923078,0.21052631578947367,0,0,0,0,0,0,0,0.8653846153846153,0.015374331550802142,0,2,2,0.75
321,2,0.3587223872285132,0.8181818181818182,0.002613240418118467,0.04225352112676056,0.027237354085603113,0.1276595744680851,0.06896551724137931,0.13043478260869565,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3157894736842105,0,0,0,0,0,0,0,0.42307692307692313,0.01671122994652407,0,2,1,0.5
322,4,0.5049540560608874,0.06060606060606061,0.013937282229965157,0.0,0.011673151750972763,0.0,0.0,0.014492753623188406,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3157894736842105,0,0,0,0,0,0,0,0.5961538461538461,0.01002673796791444,0,1,2,0.5
324,2,0.42883330239465395,0.787878787878788,0.3693379790940767,0.23943661971830987,0.45914396887159536,0.14893617021276595,0.7931034482758621,0.5942028985507246,1.0,0.7272727272727273,0.2222222222222222,0.6153846153846154,0.3684210526315789,0,0,0,0,0,0,0,0.826923076923077,0.41778074866310166,0,1,1,0.25
326,4,0.13164794876554672,0.393939393939394,0.018292682926829267,0.028169014084507043,0.10894941634241245,0.06382978723404255,0.06896551724137931,0.13043478260869565,0.5,0.18181818181818182,0.0,0.3076923076923077,0.3684210526315789,0,0,0,0,0,0,0,0.3846153846153846,0.04010695187165776,0,1,1,0.25
327,2,0.27558242064228705,0.030303030303030304,0.01916376306620209,0.014084507042253521,0.042801556420233464,0.0,0.034482758620689655,0.028985507246376812,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.23076923076923073,0.021390374331550804,0,2,1,0.5
328,4,0.5908901058102841,0.37373737373737376,0.028745644599303136,0.0,0.019455252918287938,0.0,0.0,0.0,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.15789473684210525,0,0,0,0,0,0,0,0.8846153846153847,0.022058823529411766,0,2,3,1.0
329,4,0.307418321886022,0.22222222222222224,0.059233449477351915,0.09859154929577466,0.22957198443579768,0.2127659574468085,0.1724137931034483,0.15942028985507248,0.6666666666666666,0.2727272727272727,0.1111111111111111,0.3076923076923077,0.3684210526315789,0,0,0,0,0,0,0,0.1923076923076923,0.10360962566844922,0,1,1,0.25
330,2,0.23865323927974763,0.797979797979798,0.0078397212543554,0.014084507042253521,0.023346303501945526,0.06382978723404255,0.0,0.057971014492753624,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3684210526315789,0,0,0,0,0,0,0,0.25,0.01203208556149733,0,1,1,0.25
331,4,0.35379153517727874,0.4646464646464647,0.03484320557491289,0.028169014084507043,0.058365758754863814,0.1702127659574468,0.0,0.08695652173913043,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.23076923076923078,0.15789473684210525,0,0,0,0,0,0,0,0.13461538461538458,0.04411764705882353,0,1,0,0.0
332,4,0.7289771672545017,0.8282828282828284,0.7918118466898955,0.15492957746478875,0.8482490272373541,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.38461538461538464,0.21052631578947367,0,0,0,0,0,0,1,0.7692307692307693,0.7727272727272729,1,2,1,0.5
333,3,0.36750510488212373,0.10101010101010102,0.02003484320557491,0.014084507042253521,0.05058365758754864,0.0425531914893617,0.06896551724137931,0.2608695652173913,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.15384615384615385,0.3157894736842105,1,0,0,0,0,0,1,0.4807692307692307,0.036096256684491984,2,2,1,0.5
334,2,0.2147299053276407,0.5151515151515152,0.009581881533101045,0.028169014084507043,0.03501945525291829,0.06382978723404255,0.0,0.11594202898550725,0.3333333333333333,0.18181818181818182,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.25,0.018716577540106954,0,2,1,0.5
337,2,0.31526127714869134,0.14141414141414144,0.008710801393728223,0.028169014084507043,0.0622568093385214,0.23404255319148937,0.06896551724137931,0.30434782608695654,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.46153846153846156,0.03810160427807487,0,2,1,0.5
341,2,0.43982040096528696,0.11111111111111112,0.032229965156794424,0.4507042253521127,0.14785992217898833,0.23404255319148937,0.10344827586206896,0.2608695652173913,0.16666666666666666,0.18181818181818182,0.1111111111111111,0.3076923076923077,0.2631578947368421,0,0,0,0,0,0,0,0.1923076923076923,0.089572192513369,0,1,0,0.0
342,4,0.5999396695749026,0.6565656565656566,0.960801393728223,0.0,0.17509727626459143,0.0,0.0,0.4927536231884058,0.5,0.36363636363636365,0.2222222222222222,0.8461538461538463,0.3684210526315789,0,1,0,0,1,0,0,0.5192307692307693,0.7867647058823531,2,2,1,0.5
343,4,0.6472758492667534,0.7171717171717172,0.32926829268292684,0.1971830985915493,0.26459143968871596,0.40425531914893614,0.48275862068965514,0.2028985507246377,0.3333333333333333,0.2727272727272727,0.5555555555555556,0.6153846153846154,0.10526315789473684,0,0,0,0,0,0,0,0.8846153846153847,0.3355614973262032,0,2,1,0.5
344,1,0.27482829032856887,0.13131313131313133,0.0008710801393728223,0.08450704225352113,0.027237354085603113,0.0,0.034482758620689655,0.043478260869565216,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3684210526315789,1,0,0,0,0,0,1,0.4423076923076923,0.008689839572192515,2,2,1,0.5
346,2,0.47333859290885477,0.6565656565656566,0.02613240418118467,0.0,0.03501945525291829,0.0,0.0,0.043478260869565216,0.3333333333333333,0.09090909090909091,0.0,0.23076923076923078,0.2631578947368421,0,0,0,0,0,0,0,0.5961538461538461,0.02473262032085562,0,2,2,0.75
348,2,0.3117458696862819,0.33333333333333337,0.013066202090592335,0.0,0.04669260700389105,0.14893617021276595,0.10344827586206896,0.10144927536231885,0.5,0.18181818181818182,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.4807692307692307,0.026069518716577547,0,1,2,0.5
349,3,0.344335901243735,0.9090909090909092,0.0078397212543554,0.0,0.011673151750972763,0.0,0.0,0.057971014492753624,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.2631578947368421,1,0,0,0,0,0,0,0.3846153846153846,0.00735294117647059,1,2,1,0.5
354,4,0.6554900686838686,0.5757575757575758,0.9128919860627178,0.0,0.8443579766536965,0.0,0.0,0.17391304347826086,0.8333333333333333,1.0,0.3333333333333333,0.38461538461538464,0.2631578947368421,0,0,0,0,0,0,0,0.3846153846153846,0.8502673796791446,0,1,1,0.25
355,2,0.4077060516057176,0.4545454545454546,0.01916376306620209,0.028169014084507043,0.054474708171206226,0.0,0.034482758620689655,0.14492753623188406,0.3333333333333333,0.18181818181818182,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,1,0,0.34615384615384615,0.02941176470588236,0,1,2,0.5
356,2,0.5480206979766105,0.6161616161616162,0.06794425087108014,0.0,0.042801556420233464,0.0,0.0,0.14492753623188406,0.16666666666666666,0.18181818181818182,0.0,0.3076923076923077,0.2631578947368421,0,1,0,0,0,0,0,0.7884615384615384,0.0628342245989305,1,2,1,0.5
359,4,0.5009629664005941,0.5252525252525253,0.2343205574912892,0.2112676056338028,0.26848249027237353,0.3191489361702128,0.6551724137931034,0.5507246376811594,0.3333333333333333,0.36363636363636365,0.6666666666666666,0.3076923076923077,0.21052631578947367,0,0,0,0,0,0,0,0.923076923076923,0.2807486631016043,0,2,2,0.75
361,4,0.6808636532392799,0.38383838383838387,0.445993031358885,0.0,0.3229571984435798,0.0,0.0,0.5942028985507246,0.5,0.5454545454545454,0.2222222222222222,0.7692307692307693,0.15789473684210525,0,0,0,0,0,0,0,0.5192307692307693,0.42179144385026746,0,1,1,0.25
362,2,0.28935400037126424,0.5353535353535354,0.016550522648083623,0.04225352112676056,0.038910505836575876,0.23404255319148937,0.27586206896551724,0.08695652173913043,0.5,0.18181818181818182,0.1111111111111111,0.3076923076923077,0.15789473684210525,0,0,0,0,0,0,0,0.34615384615384615,0.03475935828877006,0,2,2,0.75
363,4,0.3969625951364397,0.31313131313131315,0.0078397212543554,0.0,0.023346303501945526,0.0851063829787234,0.034482758620689655,0.07246376811594203,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.42105263157894735,0,0,0,0,0,0,0,0.34615384615384615,0.013368983957219253,0,2,1,0.5
367,2,0.32616716168553933,0.8282828282828284,0.0017421602787456446,0.04225352112676056,0.07782101167315175,0.1276595744680851,0.3793103448275862,0.13043478260869565,0.3333333333333333,0.18181818181818182,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.3846153846153846,0.030748663101604283,0,1,1,0.25
369,4,0.5697976610358271,0.6363636363636365,0.6872822299651568,0.0,0.5525291828793775,0.2553191489361702,0.3103448275862069,0.5507246376811594,0.3333333333333333,0.18181818181818182,0.4444444444444444,0.6153846153846154,0.3684210526315789,0,0,0,0,0,0,0,0.40384615384615385,0.6584224598930483,0,1,1,0.25
370,0,0.3733757193242993,0.6666666666666667,0.008710801393728223,0.056338028169014086,0.027237354085603113,0.0,0.20689655172413793,0.043478260869565216,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.2631578947368421,0,0,0,0,0,0,0,0.23076923076923073,0.01671122994652407,0,2,1,0.5
371,2,0.5183311676257658,0.696969696969697,0.13850174216027875,0.056338028169014086,0.17509727626459143,0.1276595744680851,0.06896551724137931,0.5507246376811594,1.0,0.4545454545454546,0.1111111111111111,0.3076923076923077,0.3684210526315789,0,0,0,0,0,0,0,0.40384615384615385,0.16644385026737968,0,2,2,0.75
372,3,0.30218581770930025,0.5252525252525253,0.006097560975609756,0.014084507042253521,0.023346303501945526,0.06382978723404255,0.034482758620689655,0.15942028985507248,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.15384615384615385,0.15789473684210525,1,0,0,0,0,0,0,0.5000000000000001,0.016042780748663103,1,1,1,0.25
374,4,0.4069519212919994,0.020202020202020204,0.033101045296167246,0.056338028169014086,0.08560311284046693,0.06382978723404255,0.10344827586206896,0.043478260869565216,0.5,0.2727272727272727,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,1,0.46153846153846156,0.045454545454545456,1,1,2,0.5
375,3,0.49419899758678315,0.8686868686868687,0.04965156794425087,0.0,0.10505836575875487,0.0,0.0,0.5217391304347826,0.6666666666666666,0.2727272727272727,0.2222222222222222,0.15384615384615385,0.3684210526315789,0,0,0,0,0,0,0,0.40384615384615385,0.07687165775401071,0,1,2,0.5
376,2,0.22140105810284022,0.23232323232323235,0.002613240418118467,0.1267605633802817,0.058365758754863814,0.2765957446808511,0.06896551724137931,0.5652173913043478,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.15384615384615385,0.42105263157894735,1,0,0,0,0,0,1,0.5000000000000001,0.050802139037433164,2,1,0,0.0
377,2,0.31066688323742353,0.13131313131313133,0.008710801393728223,0.056338028169014086,0.054474708171206226,0.0851063829787234,0.13793103448275862,0.014492753623188406,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.13461538461538458,0.021390374331550804,0,1,1,0.25
379,2,0.3169667718581772,0.9292929292929294,0.002613240418118467,0.1267605633802817,0.05058365758754864,0.0425531914893617,0.41379310344827586,0.17391304347826086,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.5192307692307693,0.030748663101604283,0,1,1,0.25
380,4,0.3489767031743086,0.38383838383838387,0.009581881533101045,0.0,0.019455252918287938,0.0,0.0,0.014492753623188406,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3684210526315789,0,0,0,0,0,0,0,0.5192307692307693,0.008021390374331552,0,2,2,0.75
381,2,0.19124744755893824,0.7474747474747475,0.002613240418118467,0.08450704225352113,0.019455252918287938,0.0,0.06896551724137931,0.08695652173913043,0.16666666666666666,0.0,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.21153846153846156,0.011363636363636366,0,2,1,0.5
384,3,0.3787010395396326,0.33333333333333337,0.010452961672473868,0.0,0.0038910505836575876,0.0,0.0,0.08695652173913043,0.16666666666666666,0.0,0.1111111111111111,0.15384615384615385,0.10526315789473684,0,0,0,0,0,0,0,0.28846153846153844,0.009358288770053477,0,1,1,0.25
385,2,0.07823231854464453,0.32323232323232326,0.003484320557491289,0.09859154929577466,0.027237354085603113,0.1276595744680851,0.13793103448275862,0.18840579710144928,0.5,0.09090909090909091,0.2222222222222222,0.15384615384615385,0.21052631578947367,0,0,0,0,0,0,0,0.4807692307692307,0.02406417112299466,0,1,1,0.25
388,2,0.40979441247447573,0.5656565656565657,0.06097560975609756,0.0,0.042801556420233464,0.0425531914893617,0.27586206896551724,0.3333333333333333,0.16666666666666666,0.18181818181818182,0.1111111111111111,0.23076923076923078,0.2631578947368421,0,0,0,0,0,0,0,0.9038461538461539,0.07286096256684493,0,2,1,0.5
391,3,0.6844834787451273,0.0,0.12195121951219512,0.056338028169014086,0.23735408560311283,0.0,0.4482758620689655,0.057971014492753624,0.3333333333333333,0.2727272727272727,0.1111111111111111,0.46153846153846156,0.15789473684210525,0,0,0,0,0,0,0,0.326923076923077,0.14505347593582887,0,2,1,0.5
393,4,0.5512112493038798,0.8686868686868687,0.08885017421602788,0.1267605633802817,0.24513618677042803,0.0425531914893617,0.3103448275862069,0.34782608695652173,0.16666666666666666,0.36363636363636365,0.1111111111111111,0.3076923076923077,0.2631578947368421,0,0,0,0,0,0,0,0.9615384615384616,0.13636363636363638,0,2,0,0.25
396,2,0.4678160386114722,0.18181818181818182,0.08362369337979095,0.014084507042253521,0.16342412451361868,0.2553191489361702,0.10344827586206896,0.463768115942029,0.6666666666666666,0.2727272727272727,0.1111111111111111,0.3076923076923077,0.3684210526315789,0,0,0,0,0,0,0,0.4807692307692307,0.12098930481283425,0,2,2,0.75
397,2,0.137402543159458,0.5151515151515152,0.004355400696864111,0.028169014084507043,0.0622568093385214,0.06382978723404255,0.06896551724137931,0.2753623188405797,0.3333333333333333,0.09090909090909091,0.1111111111111111,0.15384615384615385,0.3684210526315789,0,0,0,0,0,0,1,0.23076923076923073,0.028074866310160436,1,2,1,0.5
398,2,0.2313439762390942,0.7171717171717172,0.0017421602787456446,0.0,0.023346303501945526,0.1702127659574468,0.20689655172413793,0.07246376811594203,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.17307692307692302,0.01470588235294118,0,1,1,0.25
400,0,0.3236147206237239,0.8080808080808082,0.02003484320557491,0.014084507042253521,0.09727626459143969,0.0,0.27586206896551724,0.10144927536231885,0.6666666666666666,0.18181818181818182,0.1111111111111111,0.23076923076923078,0.2631578947368421,0,0,0,0,0,0,0,0.7692307692307693,0.039438502673796796,0,1,2,0.5
402,2,0.45098152960831644,0.8383838383838385,0.05836236933797909,0.07042253521126761,0.23735408560311283,0.06382978723404255,0.27586206896551724,0.2753623188405797,0.8333333333333333,0.18181818181818182,0.1111111111111111,0.38461538461538464,0.21052631578947367,0,0,0,0,0,0,0,0.42307692307692313,0.1056149732620321,0,1,2,0.5
405,2,0.5163356227956192,0.5555555555555556,0.02003484320557491,0.0,0.042801556420233464,0.06382978723404255,0.06896551724137931,0.028985507246376812,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.2631578947368421,0,0,0,0,0,0,0,0.5961538461538461,0.02406417112299466,0,2,2,0.75
406,4,0.27509513643957684,0.19191919191919193,0.016550522648083623,0.04225352112676056,0.10116731517509728,0.2127659574468085,0.3103448275862069,0.043478260869565216,0.5,0.18181818181818182,0.0,0.3076923076923077,0.3684210526315789,0,0,0,0,0,0,1,0.46153846153846156,0.043449197860962574,1,1,1,0.25
407,4,0.7228745127157974,0.010101010101010102,0.13501742160278746,0.09859154929577466,0.311284046692607,0.2765957446808511,0.24137931034482757,0.14492753623188406,0.5,0.4545454545454546,0.1111111111111111,0.38461538461538464,0.2631578947368421,0,0,0,0,0,0,0,0.4807692307692307,0.178475935828877,0,1,2,0.5
408,4,0.31150222758492674,0.19191919191919193,0.012195121951219513,0.0,0.0933852140077821,0.06382978723404255,0.10344827586206896,0.028985507246376812,0.16666666666666666,0.2727272727272727,0.0,0.15384615384615385,0.42105263157894735,0,0,0,0,0,0,0,0.42307692307692313,0.02740641711229947,0,2,1,0.5
409,2,0.5445400965286803,0.2828282828282829,0.32229965156794427,0.1267605633802817,0.35797665369649806,0.1276595744680851,0.3103448275862069,0.057971014492753624,0.5,0.6363636363636364,0.1111111111111111,0.6153846153846154,0.3157894736842105,0,0,0,0,0,0,0,0.6346153846153847,0.32419786096256686,0,2,2,0.75
410,0,0.23336272507889372,0.7676767676767677,0.003484320557491289,0.3098591549295775,0.042801556420233464,0.06382978723404255,0.24137931034482757,0.463768115942029,0.3333333333333333,0.2727272727272727,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,1,0.2692307692307693,0.04946524064171124,1,1,1,0.25
416,0,0.18896185260813075,0.24242424242424243,0.0017421602787456446,0.07042253521126761,0.03501945525291829,0.5957446808510638,0.20689655172413793,0.4057971014492754,0.5,0.18181818181818182,0.1111111111111111,0.23076923076923078,0.21052631578947367,1,0,0,0,0,0,0,0.40384615384615385,0.04879679144385028,1,2,1,0.5
420,4,0.39329636161128656,0.14141414141414144,0.016550522648083623,0.04225352112676056,0.07392996108949416,0.06382978723404255,0.034482758620689655,0.043478260869565216,0.3333333333333333,0.18181818181818182,0.0,0.23076923076923078,0.3157894736842105,0,0,0,0,0,0,0,0.4423076923076923,0.028743315508021394,0,2,1,0.5
421,2,0.3085437163541861,0.30303030303030304,0.004355400696864111,0.04225352112676056,0.042801556420233464,0.2553191489361702,0.1724137931034483,0.13043478260869565,0.16666666666666666,0.18181818181818182,0.0,0.23076923076923078,0.2631578947368421,0,0,0,0,0,0,0,0.25,0.02673796791443851,0,2,1,0.5
422,3,0.1739140523482458,0.7575757575757577,0.0017421602787456446,0.028169014084507043,0.007782101167315175,0.0425531914893617,0.034482758620689655,0.014492753623188406,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3684210526315789,0,0,0,0,0,0,0,0.2692307692307693,0.0033422459893048136,0,2,1,0.5
425,2,0.5242249860775943,0.08080808080808081,0.008710801393728223,0.0,0.027237354085603113,0.0425531914893617,0.0,0.014492753623188406,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3684210526315789,0,0,0,0,0,0,0,0.826923076923077,0.01002673796791444,0,2,3,1.0
428,0,0.08007703731204753,0.5252525252525253,0.0017421602787456446,0.028169014084507043,0.042801556420233464,0.2127659574468085,0.20689655172413793,0.17391304347826086,0.3333333333333333,0.09090909090909091,0.0,0.3076923076923077,0.21052631578947367,0,0,0,0,0,0,0,0.13461538461538458,0.025401069518716582,0,2,1,0.5
434,2,0.3076039539632449,0.2828282828282829,0.02177700348432056,0.0,0.08560311284046693,0.0425531914893617,0.10344827586206896,0.07246376811594203,0.3333333333333333,0.09090909090909091,0.0,0.3076923076923077,0.21052631578947367,0,0,0,0,0,0,0,0.5000000000000001,0.03475935828877006,0,1,1,0.25
435,3,0.5504107109708558,0.494949494949495,0.02700348432055749,0.0,0.027237354085603113,0.0425531914893617,0.0,0.08695652173913043,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.21052631578947367,0,0,0,0,0,0,0,0.7692307692307693,0.02740641711229947,0,2,1,0.5
437,3,0.5572094857991462,0.14141414141414144,0.34843205574912894,0.056338028169014086,0.13618677042801558,0.1276595744680851,0.0,0.31884057971014496,0.3333333333333333,0.8181818181818182,0.1111111111111111,0.38461538461538464,0.3684210526315789,0,0,0,0,0,0,0,0.9038461538461539,0.3088235294117647,0,1,1,0.25
438,4,0.3307615555968072,0.8989898989898991,0.08623693379790941,0.0,0.058365758754863814,0.0425531914893617,0.034482758620689655,0.07246376811594203,0.5,0.18181818181818182,0.1111111111111111,0.3076923076923077,0.3157894736842105,0,0,0,0,0,0,0,0.4807692307692307,0.07820855614973263,0,2,1,0.5
439,0,0.04638481529608317,0.9696969696969697,0.0008710801393728223,0.15492957746478875,0.019455252918287938,0.0851063829787234,0.20689655172413793,0.13043478260869565,0.3333333333333333,0.18181818181818182,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.1923076923076923,0.020721925133689843,0,2,1,0.5
440,2,0.2922428995730463,0.5656565656565657,0.004355400696864111,0.056338028169014086,0.05058365758754864,0.1702127659574468,0.0,0.057971014492753624,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.13461538461538458,0.019385026737967916,0,2,1,0.5
441,4,0.6116692964544274,0.7272727272727273,0.06707317073170732,0.3943661971830986,0.12062256809338522,0.3404255319148936,0.0,0.057971014492753624,0.3333333333333333,0.18181818181818182,0.1111111111111111,0.38461538461538464,0.15789473684210525,0,0,0,0,0,0,0,0.923076923076923,0.10093582887700538,0,2,1,0.5
442,2,0.1693660664562837,0.14141414141414144,0.002613240418118467,0.014084507042253521,0.007782101167315175,0.0851063829787234,0.10344827586206896,0.014492753623188406,0.16666666666666666,0.0,0.0,0.23076923076923078,0.21052631578947367,0,0,0,0,0,0,0,0.9615384615384616,0.006016042780748665,0,2,0,0.25
443,2,0.31066688323742353,0.13131313131313133,0.008710801393728223,0.056338028169014086,0.054474708171206226,0.0851063829787234,0.13793103448275862,0.014492753623188406,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.13461538461538458,0.021390374331550804,0,1,1,0.25
444,0,0.19291813625394474,1.0,0.0,0.08450704225352113,0.011673151750972763,0.14893617021276595,0.20689655172413793,0.17391304347826086,0.16666666666666666,0.09090909090909091,0.0,0.23076923076923078,0.3684210526315789,0,0,0,0,0,0,0,0.42307692307692313,0.019385026737967916,0,2,0,0.25
445,2,0.22963848152960836,0.7272727272727273,0.0,0.0,0.0038910505836575876,0.0425531914893617,0.41379310344827586,0.07246376811594203,0.16666666666666666,0.09090909090909091,0.0,0.15384615384615385,0.3684210526315789,0,0,0,0,0,0,0,0.7115384615384616,0.01002673796791444,0,1,0,0.0
446,3,0.45382402079079276,0.9292929292929294,0.06620209059233449,0.1971830985915493,0.28793774319066145,0.2765957446808511,0.1724137931034483,0.14492753623188406,0.3333333333333333,0.4545454545454546,0.0,0.3076923076923077,0.3684210526315789,0,0,0,0,0,0,0,0.46153846153846156,0.125,0,1,1,0.25
